norad_id,nome,tipo_objeto,pais,tamanho_rcs,periodo_min,inclinacao,apogeu_km,perigeu_km,altitude_km,velocidade_kms,risco_colisao,eh_detrito,idade_anos,data_lancamento,data_decaimento,alerta_ativo
822,COSMOS 34,PAYLOAD,,,89.95,64.91,343,201,279.09,7.742,9.0,0,,,,0
823,SL-3 R/B,ROCKET BODY,,,87.86,64.91,175,162,175.68,7.803,9.0,0,,,,0
824,OPS 3395,PAYLOAD,,,88.04,82.02,182,174,184.62,7.798,9.0,0,,,,0
826,OPS 4923,PAYLOAD,,,88.42,92.93,207,186,203.47,7.786,9.0,0,,,,0
827,OPS 4923 DEB,DEBRIS,,,90.24,92.97,311,262,293.38,7.734,13.0,1,,,,1
828,OPS 3491,PAYLOAD,,,88.86,84.98,272,164,225.26,7.774,9.0,0,,,,0
831,ELEKTRON 3 DEB,DEBRIS,,MEDIUM,112.35,60.66,2295,374,1341.74,7.189,13.0,1,,,,1
833,COSMOS 35,PAYLOAD,,,89.26,51.26,263,212,245.04,7.762,9.0,0,,,,0
834,SL-3 R/B,ROCKET BODY,,,88.01,51.27,193,159,183.13,7.799,9.0,0,,,,0
835,SL-3 DEB,DEBRIS,,,88.30,51.25,203,178,197.52,7.79,13.0,1,,,,1
839,SL-3 DEB,DEBRIS,,,89.89,50.95,363,175,276.13,7.744,13.0,1,,,,1
840,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.59,66.60,210,199,211.89,7.781,13.0,1,,,,1
841,THOR ABLESTAR DEB,DEBRIS,,MEDIUM,88.23,66.62,195,179,194.04,7.792,13.0,1,,,,1
844,COSMOS 36,PAYLOAD,,,88.45,48.97,207,188,204.95,7.786,9.0,0,,,,0
845,SL-7 R/B,ROCKET BODY,,,88.63,48.98,234,179,213.87,7.78,9.0,0,,,,0
846,OPS 3042,PAYLOAD,,,88.69,79.99,258,161,216.84,7.779,9.0,0,,,,0
847,SCOUT X-3 DEB,DEBRIS,,,90.34,51.29,351,232,298.3,7.731,13.0,1,,,,1
848,COSMOS 37,PAYLOAD,,,89.39,64.96,286,203,251.46,7.758,9.0,0,,,,0
849,SL-3 R/B,ROCKET BODY,,,88.38,65.02,194,194,201.48,7.788,9.0,0,,,,0
850,OPS 3802,PAYLOAD,,,88.05,95.52,215,140,185.11,7.797,9.0,0,,,,0
851,OPS 3316,PAYLOAD,,MEDIUM,87.95,95.38,199,147,180.15,7.8,9.0,0,,,,0
852,ATLAS AGENA D R/B,ROCKET BODY,,,88.37,95.50,245,142,200.99,7.788,9.0,0,,,,0
853,COSMOS 38,PAYLOAD,,,88.95,56.10,270,175,229.71,7.771,9.0,0,,,,0
854,COSMOS 39,PAYLOAD,,,88.71,56.11,251,170,217.83,7.778,9.0,0,,,,0
